# id ra dec
111 0.0267754 0.8684198
112 0.051681 0.7427203
113 0.0816929 0.7466702
114 0.0983027 0.6661914
115 0.197663 0.7269781
116 0.132785 1.051464
117 0.173271 1.095973
118 0.178749 0.927659
119 0.225086 0.917518
120 0.229009 1.028724
121 0.239921 1.116287
122 0.0457485 0.9481538
123 0.161085 1.240635
124 0.193417 1.239116
125 0.194549918839 1.1642346256
126 0.210809644556 1.1664333055
127 0.1877114 1.1910601
128 0.0132289989878 1.25296711228
129 0.0816524398101 1.25137563618
130 0.0586536988573 1.4976644808
131 0.0755360005595 1.61032344999
132 0.113817716052 1.52391694847
133 0.200734237359 1.55380441722
134 0.102444473708 1.63991616851
135 0.12181652942 1.8563330006
136 0.128269506468 1.8725439264
137 0.132705932955 1.68575092048
138 0.0386573639274 2.1061119257
139 0.109473509471 2.36135298305
140 0.111498893553 2.15325658283
141 0.0687214520532 2.45421426876
142 359.996269773 2.81855191344
143 0.112583064563 3.12097635026
144 0.0776823515844 3.54837908247
145 0.0857979241724 3.39919581809
146 0.16329886648 3.62745495548
147 0.296662 -0.336539
148 0.478719 -0.36919
149 0.269116155158 -0.180962179889
150 0.42224613947 -0.294450684601
151 0.2677484 -0.253481
152 0.2881961 -0.209507
153 0.296922 -0.363862
154 0.3356026 -0.246473
155 0.3493297 -0.225643
156 0.3755021 -0.242476
157 0.365811 -0.465574
158 0.415977 -0.620424
159 0.3287465198 -0.52538675052
160 0.431086016222 -0.471288191931
161 0.2764627 -0.574254
162 0.3142254 -0.431979
163 0.3823017 -0.474077
164 0.4821487 -0.590986
165 0.288035 -0.689353
166 0.397988 -0.701882
167 0.325568279323 -0.854085960771
168 0.478782075327 -0.832354245401
169 0.489122008607 -0.832957751037
170 0.2617069 -0.651171
171 0.2871381 -0.673206
172 0.3196347 -0.872521
173 0.3822687 -0.739325
174 0.3925298 -0.837413
175 0.4429464 -0.649624
176 0.4637356 -0.748495
177 0.4984467 -0.823368
178 0.326674 -1.039397
179 0.362961294322 -1.10086153462
180 0.2630869 -1.07508
181 0.2939462 -1.021691
182 0.4456623 -1.004413
183 0.4733042 -1.078677
184 0.5055821 -0.92774
185 0.331024 -1.20955
186 0.264625825935 -1.23333007572
187 0.4246745 -1.227684
188 0.4401976 -1.174157
189 0.374625839983 -2.03612295882
190 0.458123959281 -1.99429914672
191 0.469726382238 -2.03780936715
192 0.25826609158 -2.26545765359
193 0.296650885282 -2.40688050261
194 0.319243022826 -2.39994455694
195 0.405581349165 -2.92803623296
196 0.444224157702 -3.24166857964
197 0.466982579123 -3.35990642001
198 0.276922317774 -3.5530914447
199 0.348390086233 -3.3883287558
200 0.350201266255 -3.6175684628
201 0.481056105306 -3.60505333327
202 0.503884593236 -3.6015785244
203 0.291542248003 -3.63834157147
204 0.424233092141 -3.74141930644
205 0.5049164797 -3.74781277633
206 0.266532353033 -3.97714424349
207 0.302627837262 -4.09795329233
208 0.363586709357 -3.96115527516
209 0.415260851624 -4.08812182448
210 0.297230016736 -4.21785699126
211 0.480773045648 -4.32889824994
212 0.303435 -4.534849
213 0.290649784537 -4.4228441133
214 0.32323148931 -4.59884048894
215 0.428987625805 -4.44953764798
216 0.463118868411 -4.42631311092
217 0.484040587219 -4.61500032927
218 0.30183 -0.008137
219 0.354768 0.002621
220 0.293778011098 -0.110176118907
221 0.341123280832 -0.0575499550668
222 0.361071730087 0.00522364455448
223 0.402170612912 0.0538354688581
224 0.2592414 0.0121482
225 0.3219569 -0.111271
226 0.3433781 -0.02519
227 0.3904253 -0.108503
228 0.4119702 -0.095471
229 0.331289 0.177228
230 0.445652338023 0.241364890128
231 0.504837332936 0.285403015637
232 0.2955315 0.1389339
233 0.3169561 0.3070665
234 0.3539399 0.3573932
235 0.3749295 0.3198331
236 0.3999506 0.1776581
237 0.4067465 0.3435193
238 0.4909648 0.1458228
239 0.268872 0.464944
240 0.327906 0.553917
241 0.422644 0.398987
242 0.499499837598 0.620978600521
243 0.3230273 0.5086573
244 0.3629722 0.4390526
245 0.3807374 0.4999222
246 0.390293 0.6200538
247 0.4039497 0.5641413
248 0.281367 0.686989
249 0.444758673684 0.666300103562
250 0.2770253 0.6539331
251 0.3278655 0.7311048
252 0.3565154 0.8726878
253 0.3742528 0.7753482
254 0.4100307 0.6750898
255 0.4220352 0.6451389
256 0.455551 0.958799
257 0.267227314153 1.09490953417
258 0.330703479288 1.09021590514
259 0.433063056635 0.97540878924
260 0.260902 0.9585576
261 0.3947845 0.9978136
262 0.4103491 0.952615
263 0.435254 1.0640397
264 0.4646595 1.0393337
265 0.4674642 0.928631
266 0.5010412 1.1045118
267 0.27696391393 1.18369703522
268 0.296495503669 1.23724045931
269 0.400074892702 1.22325731805
270 0.3587317 1.2424781
271 0.3736473 1.1504398
272 0.34967318199 1.33460548448
273 0.256137779812 1.47224408511
274 0.270876126257 1.55592627853
275 0.459371591596 1.55274553825
276 0.328270354283 1.96594693536
277 0.335539247977 2.12858235137
278 0.389140755208 2.61588480704
279 0.398294064494 2.59249447261
280 0.268605727126 2.73038310716
281 0.27866108359 2.64611035665
282 0.459993821752 2.64173369931
283 0.476528923725 2.70945603394
284 0.334471567703 3.1255446468
285 0.345851193771 3.03642002697
286 0.35343295803 3.11015385072
287 0.489338511626 3.02990747787
288 0.298488462602 3.51827365785
289 0.450961035593 3.49629369343
290 0.487788686378 3.61807644888
291 0.536805 -0.295188
292 0.634682 -0.341638
293 0.506550637093 -0.161505041967
294 0.594735489557 -0.262769779849
295 0.727921316073 -0.278032983836
296 0.747045282269 -0.270762035495
297 0.5196668 -0.298611
298 0.614671 -0.357353
299 0.7126579 -0.214043
300 0.7365242 -0.143974
301 0.509749 -0.446804
302 0.562917 -0.399692
303 0.5140687 -0.530795
304 0.5230524 -0.436591
305 0.5735588 -0.416134
306 0.6815887 -0.580334
307 0.7385361 -0.492451
308 0.583726 -0.873031
309 0.668545 -0.675886
310 0.669862 -0.80102
311 0.50902423498 -0.704523951952
312 0.564700658984 -0.632921131697
313 0.585994584944 -0.755283366737
314 0.6399034 -0.668657
315 0.6551323 -0.7817
316 0.6751637 -0.800719
317 0.7362995 -0.738288
318 0.542143 -0.958599
319 0.550311 -0.885874
320 0.538756568133 -0.979617317856
321 0.543703656228 -1.02404879348
322 0.507167 -1.113125
323 0.5113108 -0.946536
324 0.5522181 -0.886576
325 0.5879734 -0.989506
326 0.602391 -1.082132
327 0.6572044 -0.997246
328 0.6660682 -0.946698
329 0.6833171 -0.949287
330 0.7421051 -1.0244
331 0.545100915207 -1.1776490344
332 0.592062914355 -1.1459661884
333 0.597315172439 -1.17807049844
334 0.7476441 -1.189075
335 0.513023804874 -1.39495179172
336 0.517280412505 -1.56194695642
337 0.572172343898 -1.86421583082
338 0.571694500343 -2.32778893112
339 0.658120481737 -2.89895918041
340 0.67287400571 -3.0809093647
341 0.701682307668 -3.11650592249
342 0.538541283015 -3.31915565645
343 0.564081642781 -3.30269120378
344 0.610032016662 -3.31406501145
345 0.744101224831 -3.25254885208
346 0.57873474732 -3.57121971606
347 0.68515152109 -3.45455069671
348 0.552773015908 -3.82370324993
349 0.651231154079 -3.81396274295
350 0.716366694403 -3.77422926735
351 0.594399886209 -3.90705463231
352 0.729016124952 -4.00278512006
353 0.599684868272 -4.17285364343
354 0.622888273279 -4.35536742989
355 0.665682019636 -4.29697809511
356 0.716347898041 -4.23148695951
357 0.733011 -4.400589
358 0.607041987504 -4.50970011626
359 0.683344643567 -4.41752705576
360 0.537709 0.098022
361 0.593646 -0.078752
362 0.608751 0.096983
363 0.628925 -0.104604
364 0.69366 -0.104276
365 0.719685 -0.058612
366 0.540008532491 -0.0320579564488
367 0.5928665 0.0329436
368 0.6139662 -0.029296
369 0.6435159 -0.077027
370 0.579628 0.375815
371 0.587988 0.363706
372 0.5731993 0.1338086
373 0.5914511 0.2130475
374 0.596277 0.2966159
375 0.6006904 0.2945182
376 0.6279095 0.2739029
377 0.6899267 0.3542835
378 0.550049257542 0.548163387306
379 0.5775838 0.5170428
380 0.5909957 0.3841889
381 0.6177221 0.5981819
382 0.6369439 0.5593389
383 0.6731316 0.4031562
384 0.682897 0.5732404
385 0.7280352 0.4164029
386 0.508317 0.76128
387 0.627974 0.83307
388 0.50883464873 0.726216061724
389 0.652763292754 0.647999429436
390 0.518298 0.7835156
391 0.6227207 0.6909284
392 0.6870207 0.8486847
393 0.7523375 0.8558109
394 0.703863 0.946746
395 0.588421375473 1.10683230976
396 0.597204332349 1.01701458062
397 0.616904256477 1.01739875911
398 0.671573325589 1.11041950509
399 0.676279397643 0.892532004581
400 0.5211828 1.0070022
401 0.5507438 0.916874
402 0.5819672 0.9965132
403 0.6010376 0.8822605
404 0.6067879 1.0699929
405 0.7522773 1.105327
406 0.707397941964 1.21773924006
407 0.541236923132 1.41449547313
408 0.699196130373 1.6193164365
409 0.723392532965 1.43941615292
410 0.732915776938 1.56917883481
411 0.640295244454 1.87861324961
412 0.654011066574 1.81294256017
413 0.661165403713 1.71049661549
414 0.707532100953 2.34375801777
415 0.750113280046 2.48111764705
416 0.618305242 2.87138786534
417 0.752245010997 3.04047974197
418 0.644005598291 3.3581876709
419 0.531738407761 3.46710322292
420 0.817998 -0.363591
421 0.818292 -0.125672
422 0.77890276639 -0.194055110639
423 0.823520812331 -0.373430435607
424 0.906849597888 -0.286433681513
425 0.914238339441 -0.378000587062
426 0.940446424755 -0.169751383436
427 0.7593724 -0.199066
428 0.8077364 -0.171603
429 0.844206 -0.494776
430 0.999128358556 -0.509045274915
431 0.7852473 -0.458493
432 0.8176912 -0.482592
433 0.8227095 -0.571434
434 0.9968491 -0.509068
435 0.776014 -0.825128
436 0.790885 -0.710627
437 0.888595 -0.745362
438 0.951932 -0.732054
439 1.00402090319 -0.649785774773
440 0.7567728 -0.76276
441 0.7863956 -0.802275
442 0.7923127 -0.674376
443 0.8550022 -0.73904
444 0.8836238 -0.734422
445 0.932063 -0.71877
446 1.0020358 -0.63692
447 0.96148 -1.06653
448 0.985696 -1.025447
449 0.816021377148 -0.974170114052
450 0.84971368775 -1.06215056333
451 0.856429716544 -1.00705637542
452 0.876493259807 -1.04629639207
453 0.947699181686 -1.05040677278
454 0.981518158923 -0.923145940509
455 0.7559776 -0.96162
456 0.7598545 -1.037132
457 0.7920792 -1.054705
458 0.8007047 -0.910918
459 0.8178262 -0.921346
460 0.9641726 -1.067141
461 0.903858691169 -1.17822124619
462 1.0002858 -1.239999
463 0.831174599045 -1.32101101823
464 0.942523483258 -1.43133898804
465 0.957463679875 -1.41583327309
466 0.820232672677 -1.77645664117
467 0.863527272668 -1.64495271321
468 0.909299574834 -1.85148415022
469 0.952463327603 -1.8372313121
470 0.787634198999 -2.10691447263
471 0.759007781487 -2.37811545793
472 0.776663726681 -2.27091607334
473 0.840071881776 -2.2938071049
474 0.810343737095 -2.41228741569
475 0.825685145389 -2.41505456102
476 0.996709987519 -3.07126950812
477 0.863735194968 -3.50321114053
478 0.917313533831 -3.61444260779
479 0.820837188764 -3.81895803141
480 0.953497437178 -4.10923813799
481 0.98803984595 -3.90668786985
482 0.817141569942 -4.37411707143
483 0.762163265963 -4.53678414701
484 0.765202652642 -4.55825719576
485 0.79480457408 -4.56463820372
486 0.875912253348 -4.53120475235
487 0.900243810363 -4.419782865
488 0.923251662441 -4.42391270782
489 0.924015 -4.759965
490 0.769024195973 -4.63858365235
491 0.81797338338 -4.67268984954
492 0.910634726849 -4.74518493076
493 0.813679 0.039186
494 0.910729 0.075562
495 0.981213 0.126804
496 0.979079244397 -0.0426256724503
497 0.8350948 0.105259
498 0.8916895 0.0520406
499 0.9095542 -0.025036
500 0.76386 0.172118
501 0.861157 0.199222
502 0.875799 0.137008
503 0.823967985054 0.149644082985
504 0.828269982566 0.356771389992
505 0.901996912765 0.319565698238
506 0.980146398776 0.204580426213
507 0.7901748 0.2430264
508 0.8153679 0.3260427
509 0.893993 0.1859155
510 0.9521927 0.332515
511 0.766055941862 0.579586326085
512 0.843941185423 0.51429867322
513 0.88909405277 0.430216746459
514 0.920439711465 0.471771597695
515 0.92262912285 0.384437118215
516 0.7880646 0.4530686
517 0.8160309 0.5441044
518 0.8583661 0.5666297
519 0.894851 0.3981005
520 0.9477052 0.5401769
521 0.7618397 0.6532702
522 0.8246363 0.6467349
523 0.8262765 0.7207658
524 0.8625806 0.8499284
525 0.9003227 0.795385
526 0.9397825 0.7757706
527 0.9417692 0.8576162
528 0.9491114 0.86171
529 0.9599894 0.6655595
530 0.946696 0.895754
531 0.928993049214 1.01922715058
532 0.7615433 0.9369519
533 0.7650827 1.062023
534 0.8807108 0.8977471
535 0.9661557 1.0865016
536 0.912973 1.172125
537 0.942495439003 1.19186141009
538 0.9334621 1.2176852
539 0.831058339321 1.46344285505
540 0.847443531673 1.54249992501
541 0.999049883196 1.83566252779
542 0.765730313596 2.07133243286
543 0.846996394785 1.9885101891
544 0.855871772129 2.03216107828
545 0.873945123308 2.01313122993
546 0.954074768824 1.97514784596
547 0.958682895566 1.88218507117
548 0.821269350691 2.33600755401
549 0.858393412055 2.32674859431
550 0.924352805799 2.15187088757
551 0.787543683521 3.00813778615
552 0.854532727416 2.9629193373
553 0.914004765827 2.98383363689
554 1.122802 -0.36189
555 1.216113 -0.201036
556 1.13513120619 -0.219847509132
557 1.17230161069 -0.121312388758
558 1.22989768126 -0.358635121346
559 1.0172851 -0.21473
560 1.0235179 -0.158088
561 1.0290244 -0.365603
562 1.0313428 -0.123302
563 1.0562966 -0.355225
564 1.0566366 -0.231639
565 1.0737467 -0.211923
566 1.087617 -0.56754
567 1.163565 -0.529315
568 1.200362 -0.389394
569 1.221919 -0.591965
570 1.251772 -0.563415
571 1.23744750469 -0.539065330614
572 1.023546 -0.4772
573 1.0521057 -0.514681
574 1.1836415 -0.558377
575 1.1942922 -0.630731
576 1.1997027 -0.391292
577 1.2222113 -0.616418
578 1.015837 -0.688124
579 1.056539 -0.771465
580 1.141386 -0.812433
581 1.12432350591 -0.870818235053
582 1.1974515231 -0.694836225303
583 1.20422832088 -0.784771048187
584 1.23269733426 -0.648251117634
585 1.071775 -0.859176
586 1.0867563 -0.813298
587 1.1666309 -0.753837
588 1.1748068 -0.866449
589 1.2473585 -0.783635
590 1.2547242 -0.801464
591 1.068623 -0.883529
592 1.04792049816 -0.988889757955
593 1.0580433 -1.075649
594 1.0586843 -1.015744
595 1.0672875 -1.092955
596 1.1904959 -1.119363
597 1.2176716 -1.023401
598 1.2455786 -1.058254
599 1.148976 -1.221845
600 1.0791828 -1.190142
601 1.03288694049 -1.80961106379
602 1.05662089022 -1.87631815148
603 1.21239165493 -1.65444439829
604 1.02551215218 -1.94432786449
605 1.06612783552 -2.06882637651
606 1.11034622364 -2.11286236406
607 1.06673167787 -2.21626055962
608 1.14071112387 -2.35279213804
609 1.15104703429 -2.13124658187
610 1.16729214936 -2.20630054884
611 1.20260805684 -2.26253753525
612 1.06337066326 -2.62327329453
613 1.23167371995 -2.56014114613
614 1.24497769278 -2.44153997915
615 1.02073811998 -2.70251812978
616 1.08259455823 -2.71085118809
617 1.0837367269 -2.8083799657
618 1.1306234288 -2.65067266307
619 1.14981052961 -2.84692550176
620 1.23662224817 -2.83368222003
621 1.11817604141 -3.13475537715
622 1.13348009458 -3.14295985051
623 1.250319 -3.541163
624 1.09846040054 -3.48494529297
625 1.25319963129 -3.62499463029
626 1.10374704349 -3.65915447204
627 1.14388361265 -4.10169094797
628 1.23147638865 -4.3030975929
629 1.16567819634 -4.51479859849
630 1.16928914358 -4.40768059321
631 1.05979471333 -4.67996143052
632 1.19212014339 -4.84987910691
633 1.20234375664 -4.72196087546
634 1.08326763592 -5.01913336751
635 1.00059195542 -5.15577191472
636 1.0576162278 -5.18718971163
637 1.21857252262 -5.21757601028
638 1.166559 -0.029582
639 1.175791 0.00648
640 1.192443 -0.053786
641 1.234053 0.112644
642 1.01963836509 0.010856095419
643 1.06948076077 -0.0755097747447
644 1.1292113509 0.0589553665983
645 1.14955396459 0.0345290730277
646 1.17601854848 0.066257063284
647 1.20827397793 -0.0958717615994
648 1.23715066762 0.11764266192
649 1.23797035512 -0.0941062127709
650 1.2000593 -0.019109
651 1.2195562 0.1059588
652 1.190495 0.379168
653 1.06991681889 0.244852906846
654 1.18050415594 0.180989370368
655 1.22431562789 0.262782674885
656 1.0349514 0.3356691
657 1.0905322 0.2012365
658 1.2127517 0.1985381
659 1.2263936 0.3320044
660 1.121592 0.59664
661 1.132867 0.531976
662 1.17513 0.505836
663 1.241272 0.426266
664 1.0349 0.452971
665 1.0654347 0.464247
666 1.1202885 0.6090942
667 1.1224176 0.4059131
668 1.1248759 0.520359
669 1.1332798 0.5583395
670 1.1717353 0.4081478
671 1.01866752056 0.731813337875
672 1.021256 0.83872802
673 1.02148804219 0.689637483405
674 1.13424727531 0.848578617507
675 1.14461846048 0.790832711273
676 1.0612939 0.713828
677 1.091439 0.7455575
678 1.1007229 0.7697085
679 1.2085927 0.7703827
680 1.2310521 0.8259965
681 1.2419926 0.6960729
682 1.091029 0.962124
683 1.184298 1.010107
684 1.244212 0.915989
685 1.252248 1.039124
686 1.253513 1.050944
687 1.00945178819 0.965076884696
688 1.110124252 0.951002054221
689 1.13651451697 0.936794766927
690 1.0822231 1.1242867
691 1.1620159 1.1164419
692 1.1990753 1.0047596
693 1.215784 1.211081
694 1.15050422431 1.16558643437
695 1.0720218 1.1759736
696 1.1726286 1.2209567
697 1.07487488452 1.34950681486
698 1.03285481445 1.41836650653
699 1.13193669916 1.52048562475
700 1.14979984079 1.4202905966
701 1.05516124166 1.73845931376
702 1.16500083327 1.80998107924
703 1.23417408003 1.86422569802
704 1.23641100771 2.0921246858
705 1.18460821217 2.13387288115
706 1.22926429639 2.16992264001
707 1.12201893763 2.51860257826
708 1.16582345155 2.68957463538
709 1.07889909592 2.96032194471
710 1.10269167691 3.12879110291
711 1.337489 -0.330093
712 1.29039308736 -0.287399240679
713 1.2606169 -0.254275
714 1.3043837 -0.171839
715 1.3061167 -0.371218
716 1.3482674 -0.219654
717 1.3549421 -0.304988
718 1.3615487 -0.152432
719 1.363797 -0.354778
720 1.3852033 -0.171496
721 1.4559704 -0.256036
722 1.4863293 -0.216608
723 1.316388 -0.6252
724 1.375599 -0.39895
725 1.443699 -0.403881
726 1.454392 -0.576544
727 1.2763912 -0.46743543
728 1.39473397093 -0.409977087912
729 1.46382634504 -0.472424272797
730 1.49625478416 -0.587193737855
731 1.4270446 -0.506138
732 1.4791423 -0.451036
733 1.371388 -0.833781
734 1.25685307934 -0.643045751061
735 1.26199590177 -0.746824849417
736 1.3374391764 -0.857201911628
737 1.2884774 -0.854893
738 1.3670811 -0.793337
739 1.394032 -0.787312
740 1.4123649 -0.791015
741 1.4298393 -0.716832
742 1.4357154 -0.722058
743 1.4396766 -0.840734
744 1.413709 -1.04552
745 1.424536 -1.069747
746 1.436355 -0.951857
747 1.473828 -1.021591
748 1.26981253807 -1.12784267604
749 1.30310940905 -0.935895526173
750 1.35264009247 -1.03152419044
751 1.41896027638 -1.08138754951
752 1.45963058018 -1.1169050361
753 1.47330652666 -1.05596640266
754 1.2860334 -1.101272
755 1.3629452 -1.095249
756 1.3971244 -1.118282
757 1.4272548 -1.01486
758 1.4357071 -1.038827
759 1.437792 -1.040199
760 1.4445536 -1.02185
761 1.4538781 -0.979926
762 1.4702057 -1.043767
763 1.5039613 -1.118929
764 1.48442800888 -1.2260189377
765 1.328956 -1.187943
766 1.4667853 -1.134376
767 1.4699385 -1.165891
768 1.30610489901 -1.6022358504
769 1.39872970522 -1.47527669881
770 1.42912148182 -1.43693839236
771 1.48800958352 -1.57874816036
772 1.35045977225 -1.91575646555
773 1.40306594384 -2.12202409857
774 1.39862605116 -2.45917346578
775 1.48274192972 -2.38136738773
776 1.34247699886 -2.77287006179
777 1.46015801701 -2.7743084997
778 1.31959933989 -2.92315799465
779 1.35885661699 -3.00063587918
780 1.35923638304 -2.91777036091
781 1.38046384245 -3.14515596056
782 1.43307575303 -3.34869025154
783 1.46354682129 -3.18466526732
784 1.47219639645 -3.20009431798
785 1.32585383957 -3.49712315705
786 1.40477648599 -3.46968534043
787 1.46476117149 -3.54380795811
788 1.28111067744 -3.79482702562
789 1.43461354358 -3.69824176167
790 1.46140943593 -3.76836944882
791 1.27011861703 -3.94385645393
792 1.37119911617 -3.90340947902
793 1.4153095258 -3.88216466257
794 1.29287287205 -4.37137801963
795 1.49158646912 -4.39474804593
796 1.497562922 -4.48814882474
797 1.44026930255 -4.85997268983
798 1.29457098227 -4.95768654656
799 1.46051378721 -5.10258143721
800 1.4622848753 -5.04574291946
801 1.507606 -5.479184
802 1.272723 -0.036345
803 1.364699 -0.098956
804 1.39683 0.005964
805 1.30259507249 -0.0674093874099
806 1.31657832494 -0.113947560541
807 1.46805417601 -0.115457410031
808 1.2773966 0.0496111
809 1.3514084 0.0456055
810 1.3710418 -0.053435
811 1.4446732 -0.098967
812 1.4607674 -0.04237
813 1.4734546 -0.117504
814 1.4967666 0.0032322
815 1.300496 0.220331
816 1.300783 0.134152
817 1.354692 0.295899
818 1.379438 0.164165
819 1.3809 0.248869
820 1.33478613042 0.340536099968
821 1.38052088215 0.144139611658
822 1.39063199163 0.199659582798
823 1.40121942506 0.156328617216
824 1.2712785 0.3453685
825 1.279846 0.3752639
826 1.2849362 0.291946
827 1.4556864 0.3764814
828 1.443625 0.388087
829 1.488499 0.477143
830 1.26453046374 0.56315854308
831 1.33394489644 0.511274900187
832 1.43659699262 0.59929687309
833 1.47513224072 0.511677303229
834 1.2991388 0.5849366
835 1.3388063 0.4656924
836 1.3709271 0.5366161
837 1.4368144 0.4025407
838 1.451834 0.5158334
839 1.47961252925 0.760809362789
840 1.3144667 0.7063395
841 1.3449051 0.811012
842 1.3554237 0.8451405
843 1.4237976 0.8216344
844 1.44677 0.6869249
845 1.4579366 0.8467206
846 1.4701944 0.8289836
847 1.377786 1.042586
848 1.45657365661 0.9847330779
849 1.2570917 0.9089551
850 1.3643736 0.8904788
851 1.4786735 0.9677901
852 1.4907789 1.0756573
853 1.5042259 1.0123731
854 1.284879 1.135122
855 1.3722307 1.2065147
856 1.3722942 1.1944634
857 1.37480733789 1.42620935833
858 1.27115462119 1.81176044186
859 1.28876773983 1.80582841044
860 1.28128354171 2.10509027554
861 1.33426170935 2.00331640811
862 1.31142151421 2.25312597601
863 1.44540536099 2.54024398678
864 1.25742629132 2.65474020476
865 1.29920866018 2.83197670067
866 1.657875 -0.311782
867 1.725453 -0.259286
868 1.747045 -0.294696
869 1.62467585088 -0.266425345343
870 1.63896887486 -0.248141527719
871 1.68212433275 -0.200106308957
872 1.72867784891 -0.231000534855
873 1.5764391 -0.34695
874 1.5930168 -0.133209
875 1.6001341 -0.153512
876 1.6328063 -0.345942
877 1.64872 -0.122509
878 1.662838 -0.279952
879 1.7098537 -0.271364
880 1.65023045562 -0.55345752942
881 1.65831950451 -0.615638537603
882 1.5432978 -0.618814
883 1.5552643 -0.547542
884 1.6156871 -0.569136
885 1.6781205 -0.382008
886 1.7093143 -0.467961
887 1.7449064 -0.622233
888 1.691601 -0.81116
889 1.754362 -0.743071
890 1.6429613351 -0.878180275168
891 1.5285215 -0.812323
892 1.6768139 -0.676662
893 1.6854357 -0.649671
894 1.7102298 -0.659326
895 1.7228314 -0.804373
896 1.509044 -0.899494
897 1.533519 -1.116869
898 1.740164 -1.066336
899 1.558573 -0.964844
900 1.5683501 -0.987826
901 1.5767672 -0.959148
902 1.6590684 -1.09985
903 1.6636421 -1.033903
904 1.520751 -1.249822
905 1.75594502833 -1.24976213492
906 1.71568500673 -1.32002793707
907 1.57734404384 -1.5815682538
908 1.72970161306 -1.55957495602
909 1.52026231721 -1.6807179519
910 1.65883924705 -2.06955800416
911 1.57432696243 -2.26684257479
912 1.67392899952 -2.23081880904
913 1.61324576752 -3.04019008514
914 1.64465205084 -3.10142189339
915 1.69490700618 -3.00260866098
916 1.71834611644 -3.13017456906
917 1.74886749647 -3.01771809457
918 1.5086225064 -3.63655675864
919 1.53611364223 -3.96302201696
920 1.65706973251 -4.07892526094
921 1.70776537268 -4.06907807242
922 1.56714578288 -4.35260272096
923 1.6208101328 -4.3435431536
924 1.68679625766 -4.16402451396
925 1.66094 -4.640039
926 1.53464802109 -4.65343625753
927 1.54955504981 -4.64396778498
928 1.56775654816 -4.70733732634
929 1.570683013 -4.79011178867
930 1.72673333871 -5.20036431641
931 1.75795423977 -5.17211246451
